name,value,timestamp,date,type
Flamengo Academy,1536.1253490083102,1633276800.0,21-10-04,BR
J Team,1535.7810296368748,1633276800.0,21-10-04,PCS
Cloud9 Academy,1534.6747433542928,1633276800.0,21-10-04,NA
eSuba,1531.8187831675095,1633276800.0,21-10-04,CZ
Galatasaray Esports,1531.1019113490488,1633276800.0,21-10-04,TR
Team Oplon,1530.8645243244946,1633276800.0,21-10-04,FR
SK Telecom T1,1530.068202940461,1633276800.0,21-10-04,KR
KV Mechelen Esports,1529.0833892418634,1633276800.0,21-10-04,BE
TSM,1525.9893908835847,1633276800.0,21-10-04,NA
UCAM Esports Club,1524.738521264992,1633276800.0,21-10-04,ES
Golden Guardians Academy,1524.3564844005962,1633276800.0,21-10-04,NA
V3 Academy,1522.7225244639374,1633276800.0,21-10-04,JP
Elyandra Esport,1522.2376801706173,1633276800.0,21-10-04,FR
G2 Arctic,1521.5173382471578,1633276800.0,21-10-04,ES
FURIA Academy,1521.4485763750852,1633276800.0,21-10-04,BR
DWG KIA,2271.4021199318277,1634486400.0,21-10-18,KR
T1,2070.4317436464635,1634486400.0,21-10-18,KR
Hanwha Life eSports,1950.0655859045346,1634486400.0,21-10-18,KR
Royal Never Give Up,1891.3915811532975,1634486400.0,21-10-18,CN
Gen.G eSports,1767.3618979004582,1634486400.0,21-10-18,KR
Edward Gaming,1754.3846374205368,1634486400.0,21-10-18,CN
MAD Lions,1752.3465885099758,1634486400.0,21-10-18,EUW
Cloud9,1735.3303523182703,1634486400.0,21-10-18,NA
PSG Talon,1710.9321788468144,1634486400.0,21-10-18,PCS
DAMWON Gaming,1710.0177151485334,1634486400.0,21-10-18,KR
Team Liquid,1686.289934438671,1634486400.0,21-10-18,NA
100 Thieves,1675.5925683821247,1634486400.0,21-10-18,NA
Top Esports,1645.156850150355,1634486400.0,21-10-18,CN
Suning,1616.2318119132433,1634486400.0,21-10-18,CN
G2 Esports,1597.4611589273072,1634486400.0,21-10-18,EUW
LNG Esports,1591.1064346698931,1634486400.0,21-10-18,CN
Team WE,1587.106453470209,1634486400.0,21-10-18,CN
100 Thieves Academy,1586.6669939428928,1634486400.0,21-10-18,NA
Evil Geniuses,1568.922438807587,1634486400.0,21-10-18,NA
DragonX,1568.7545774497,1634486400.0,21-10-18,KR
Karmine Corp,1557.9363057876506,1634486400.0,21-10-18,FR
JD Gaming,1557.2970707188515,1634486400.0,21-10-18,CN
GAM Esports,1553.5224101133908,1634486400.0,21-10-18,VN
Rare Atom,1551.2391441686884,1634486400.0,21-10-18,CN
Berlin International Gaming,1545.2817877507437,1634486400.0,21-10-18,DE
Movistar Riders,1544.7501593073416,1634486400.0,21-10-18,ES
Fnatic Rising,1543.8037266634476,1634486400.0,21-10-18,UK
Misfits Premier,1540.3759248075248,1634486400.0,21-10-18,FR
Machi E-Sports,1539.4515193117227,1634486400.0,21-10-18,PCS
Mousesports,1539.2827429181305,1634486400.0,21-10-18,DE
AGO ROGUE,1536.14810044613,1634486400.0,21-10-18,PL
Flamengo Academy,1534.814617520118,1634486400.0,21-10-18,BR
J Team,1534.5116806474846,1634486400.0,21-10-18,PCS
Cloud9 Academy,1533.546676126611,1634486400.0,21-10-18,NA
eSuba,1530.6959857905965,1634486400.0,21-10-18,CZ
Team Oplon,1529.7260987321638,1634486400.0,21-10-18,FR
SK Telecom T1,1528.964469182035,1634486400.0,21-10-18,KR
KV Mechelen Esports,1528.0217816562263,1634486400.0,21-10-18,BE
TSM,1524.5097495035138,1634486400.0,21-10-18,NA
UCAM Esports Club,1523.843647618222,1634486400.0,21-10-18,ES
Golden Guardians Academy,1523.3661922517636,1634486400.0,21-10-18,NA
WLGaming Esports,1523.163837237383,1634486400.0,21-10-18,EUW
V3 Academy,1521.8775575109348,1634486400.0,21-10-18,JP
Elyandra Esport,1521.4233152495433,1634486400.0,21-10-18,FR
G2 Arctic,1520.7357010212875,1634486400.0,21-10-18,ES
FURIA Academy,1520.6745054829987,1634486400.0,21-10-18,BR
Goskilla,1520.6560715563548,1634486400.0,21-10-18,LT
CrowCrowd,1520.25647272239,1634486400.0,21-10-18,CIS
White Dragons,1520.1555786518481,1634486400.0,21-10-18,PT
DWG KIA,2409.893920209415,1635696000.0,21-11-01,KR
T1,2055.436044691412,1635696000.0,21-11-01,KR
Edward Gaming,2015.2966883076076,1635696000.0,21-11-01,CN
Hanwha Life eSports,1830.0669350267906,1635696000.0,21-11-01,KR
Gen.G eSports,1756.0410331672504,1635696000.0,21-11-01,KR
Royal Never Give Up,1746.1200098259822,1635696000.0,21-11-01,CN
PSG Talon,1707.5798795700643,1635696000.0,21-11-01,PCS
DAMWON Gaming,1702.8320735489815,1635696000.0,21-11-01,KR
MAD Lions,1692.415090259359,1635696000.0,21-11-01,EUW
Team Liquid,1676.547479723111,1635696000.0,21-11-01,NA
100 Thieves,1667.7591048782979,1635696000.0,21-11-01,NA
Top Esports,1642.1085036358193,1635696000.0,21-11-01,CN
Suning,1613.7150887167643,1635696000.0,21-11-01,CN
Cloud9,1607.4817036081445,1635696000.0,21-11-01,NA
G2 Esports,1595.2645721958393,1635696000.0,21-11-01,EUW
LNG Esports,1591.0439832467207,1635696000.0,21-11-01,CN
Team WE,1584.2934572161769,1635696000.0,21-11-01,CN
100 Thieves Academy,1583.5696362157494,1635696000.0,21-11-01,NA
Evil Geniuses,1566.8514176196531,1635696000.0,21-11-01,NA
DragonX,1566.3008258835077,1635696000.0,21-11-01,KR
JD Gaming,1556.428062268912,1635696000.0,21-11-01,CN
Karmine Corp,1555.843235004553,1635696000.0,21-11-01,FR
GAM Esports,1551.5417754203488,1635696000.0,21-11-01,VN
Rare Atom,1549.7258296873888,1635696000.0,21-11-01,CN
Berlin International Gaming,1543.4997833252662,1635696000.0,21-11-01,DE
Movistar Riders,1543.1351404273814,1635696000.0,21-11-01,ES
Fnatic Rising,1542.2115029847068,1635696000.0,21-11-01,UK
Mousesports,1540.1668048946124,1635696000.0,21-11-01,DE
